locus_tag	ftype	length_bp	gene	EC_number	COG	product
LMAHELFL_02524	CDS	351				hypothetical protein
LMAHELFL_02525	CDS	276	pduA_2		COG4577	Propanediol utilization protein PduA
LMAHELFL_02526	CDS	462				hypothetical protein
LMAHELFL_02527	CDS	633	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
LMAHELFL_02528	CDS	492				hypothetical protein
LMAHELFL_02529	CDS	276	ccmL			Carbon dioxide concentrating mechanism protein CcmL
LMAHELFL_02530	CDS	1011				hypothetical protein
LMAHELFL_02531	CDS	1395	adhE_2			Aldehyde-alcohol dehydrogenase
LMAHELFL_02532	CDS	1113	adhE_3		COG1012	Aldehyde-alcohol dehydrogenase
LMAHELFL_02533	CDS	1356	rsxC_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
LMAHELFL_02534	CDS	555				hypothetical protein
LMAHELFL_02535	CDS	351	pduU		COG4810	Propanediol utilization protein PduU
LMAHELFL_02536	CDS	453	pduV_1		COG4917	Propanediol utilization protein PduV
LMAHELFL_02537	CDS	1215	pduW	2.7.2.15	COG0282	putative propionate kinase
LMAHELFL_02538	CDS	903	pduX	2.7.1.177	COG4542	L-threonine kinase
LMAHELFL_02539	CDS	336				hypothetical protein
LMAHELFL_02540	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
LMAHELFL_02541	CDS	468	sbmC		COG3449	DNA gyrase inhibitor
LMAHELFL_02542	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
LMAHELFL_02543	CDS	765	phsC		COG4117	Thiosulfate reductase cytochrome B subunit PhsC
LMAHELFL_02544	CDS	579	phsB		COG0437	Thiosulfate reductase electron transfer subunit PhsB
LMAHELFL_02545	CDS	2277	phsA	1.8.5.5	COG0243	Thiosulfate reductase molybdopterin-containing subunit PhsA
LMAHELFL_02546	CDS	2349	sopA	2.3.2.26	COG1357	E3 ubiquitin-protein ligase SopA
LMAHELFL_02547	CDS	1431	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
LMAHELFL_02548	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
LMAHELFL_02549	CDS	915	yhaJ_2			HTH-type transcriptional regulator YhaJ
LMAHELFL_02550	CDS	825	yeeZ		COG0451	Protein YeeZ
LMAHELFL_02551	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
LMAHELFL_02552	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
LMAHELFL_02553	CDS	1080	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
LMAHELFL_02554	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
LMAHELFL_02555	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
LMAHELFL_02556	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
LMAHELFL_02557	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
LMAHELFL_02558	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
LMAHELFL_02559	CDS	984	wzzB		COG3765	Chain length determinant protein
LMAHELFL_02560	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
LMAHELFL_02561	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
LMAHELFL_02562	CDS	1431				hypothetical protein
LMAHELFL_02563	CDS	1437	glmM_2	5.4.2.10	COG1109	Phosphoglucosamine mutase
LMAHELFL_02564	CDS	1398	rfbM	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase RfbM
LMAHELFL_02565	CDS	1158	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LMAHELFL_02566	CDS	1011	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LMAHELFL_02567	CDS	1200				hypothetical protein
LMAHELFL_02568	CDS	1044				hypothetical protein
LMAHELFL_02569	CDS	615	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
LMAHELFL_02570	CDS	963				hypothetical protein
LMAHELFL_02571	CDS	1341				hypothetical protein
LMAHELFL_02572	CDS	882	rfbJ	1.1.1.341	COG0451	CDP-abequose synthase
LMAHELFL_02573	CDS	1314	spnQ	4.2.1.164		dTDP-4-dehydro-2,6-dideoxy-D-glucose 3-dehydratase
LMAHELFL_02574	CDS	1080	rfbG	4.2.1.45	COG0451	CDP-glucose 4,6-dehydratase
LMAHELFL_02575	CDS	774	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
LMAHELFL_02576	CDS	975	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
LMAHELFL_02577	CDS	549	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
LMAHELFL_02578	CDS	879	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
LMAHELFL_02579	CDS	900	rfbD_2	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
LMAHELFL_02580	CDS	1086	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
LMAHELFL_02581	CDS	894	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
LMAHELFL_02582	CDS	1404				hypothetical protein
LMAHELFL_02583	CDS	1221	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LMAHELFL_02584	CDS	1281				hypothetical protein
LMAHELFL_02585	CDS	1479	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
LMAHELFL_02586	CDS	1395	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
LMAHELFL_02587	CDS	1371	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
LMAHELFL_02588	CDS	1437	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
LMAHELFL_02589	CDS	1224				hypothetical protein
LMAHELFL_02590	CDS	474	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
LMAHELFL_02591	CDS	966	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
LMAHELFL_02592	CDS	1122	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
LMAHELFL_02593	CDS	555	lpxD_2	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
LMAHELFL_02594	CDS	747				hypothetical protein
LMAHELFL_02595	CDS	1215				hypothetical protein
LMAHELFL_02596	CDS	1218				hypothetical protein
LMAHELFL_02597	CDS	489	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
LMAHELFL_02598	CDS	912				hypothetical protein
LMAHELFL_02599	CDS	2160	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
LMAHELFL_02600	CDS	450	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
LMAHELFL_02601	CDS	1140				hypothetical protein
LMAHELFL_02602	CDS	1581				hypothetical protein
LMAHELFL_02603	CDS	1857				hypothetical protein
LMAHELFL_02604	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
LMAHELFL_02605	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
LMAHELFL_02606	CDS	624	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
LMAHELFL_02607	CDS	723				hypothetical protein
LMAHELFL_02608	CDS	201				hypothetical protein
LMAHELFL_02609	CDS	198				hypothetical protein
LMAHELFL_02610	CDS	192				hypothetical protein
LMAHELFL_02611	CDS	360				hypothetical protein
LMAHELFL_02612	CDS	2337				hypothetical protein
LMAHELFL_02613	CDS	585				hypothetical protein
LMAHELFL_02614	CDS	1347				hypothetical protein
LMAHELFL_02615	CDS	561				hypothetical protein
LMAHELFL_02616	CDS	1083				hypothetical protein
LMAHELFL_02617	CDS	438				hypothetical protein
LMAHELFL_02618	CDS	633				hypothetical protein
LMAHELFL_02619	CDS	1128				hypothetical protein
LMAHELFL_02620	CDS	1422				hypothetical protein
LMAHELFL_02621	CDS	2124				hypothetical protein
LMAHELFL_02622	CDS	480				hypothetical protein
LMAHELFL_02623	CDS	366				hypothetical protein
LMAHELFL_02624	CDS	1503				hypothetical protein
LMAHELFL_02625	CDS	225				hypothetical protein
LMAHELFL_02626	CDS	537				hypothetical protein
LMAHELFL_02627	CDS	414				hypothetical protein
LMAHELFL_02628	CDS	483				hypothetical protein
LMAHELFL_02629	CDS	972				hypothetical protein
LMAHELFL_02630	CDS	1236				hypothetical protein
LMAHELFL_02631	CDS	474				hypothetical protein
LMAHELFL_02632	CDS	1317				hypothetical protein
LMAHELFL_02633	CDS	1575				hypothetical protein
LMAHELFL_02634	CDS	1689				hypothetical protein
LMAHELFL_02635	CDS	198				hypothetical protein
LMAHELFL_02636	CDS	582				hypothetical protein
LMAHELFL_02637	CDS	291				hypothetical protein
LMAHELFL_02638	CDS	309				hypothetical protein
LMAHELFL_02639	CDS	294				hypothetical protein
LMAHELFL_02640	CDS	381				hypothetical protein
LMAHELFL_02641	CDS	111				hypothetical protein
LMAHELFL_02642	CDS	501	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
LMAHELFL_02643	CDS	438				hypothetical protein
LMAHELFL_02644	CDS	204				hypothetical protein
LMAHELFL_02645	CDS	519				hypothetical protein
LMAHELFL_02646	CDS	384				hypothetical protein
LMAHELFL_02647	CDS	345				hypothetical protein
LMAHELFL_02648	CDS	522				hypothetical protein
LMAHELFL_02649	CDS	528				hypothetical protein
LMAHELFL_02650	CDS	549				hypothetical protein
LMAHELFL_02651	CDS	531				hypothetical protein
LMAHELFL_02652	CDS	294				hypothetical protein
LMAHELFL_02653	CDS	228				hypothetical protein
LMAHELFL_02654	CDS	234				hypothetical protein
LMAHELFL_02655	CDS	420				hypothetical protein
LMAHELFL_02656	CDS	225				hypothetical protein
LMAHELFL_02657	CDS	924				hypothetical protein
LMAHELFL_02658	CDS	2076				hypothetical protein
LMAHELFL_02659	CDS	513				hypothetical protein
LMAHELFL_02660	CDS	2487				hypothetical protein
LMAHELFL_02661	CDS	867	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
LMAHELFL_02662	CDS	1353	dnaK_1			Chaperone protein DnaK
LMAHELFL_02663	CDS	198				hypothetical protein
LMAHELFL_02664	CDS	1242	mdtA_1			Multidrug resistance protein MdtA
LMAHELFL_02665	CDS	3123	mdtB			Multidrug resistance protein MdtB
LMAHELFL_02666	CDS	3081	mdtC			Multidrug resistance protein MdtC
LMAHELFL_02667	CDS	1413	mdtD			Putative multidrug resistance protein MdtD
LMAHELFL_02668	CDS	1404	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
LMAHELFL_02669	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
LMAHELFL_02670	CDS	1203				hypothetical protein
LMAHELFL_02671	CDS	717				hypothetical protein
LMAHELFL_02672	CDS	2112				hypothetical protein
LMAHELFL_02673	CDS	720				hypothetical protein
LMAHELFL_02674	CDS	738				hypothetical protein
LMAHELFL_02675	CDS	498				hypothetical protein
LMAHELFL_02676	CDS	378				hypothetical protein
LMAHELFL_02677	CDS	435				hypothetical protein
LMAHELFL_02678	CDS	150	rhsD		COG3209	Protein RhsD
LMAHELFL_02679	CDS	225				hypothetical protein
LMAHELFL_02680	CDS	342				hypothetical protein
LMAHELFL_02681	CDS	132				hypothetical protein
LMAHELFL_02682	CDS	369				hypothetical protein
LMAHELFL_02683	CDS	357				hypothetical protein
LMAHELFL_02684	CDS	420				hypothetical protein
LMAHELFL_02685	CDS	618				hypothetical protein
LMAHELFL_02686	CDS	1362	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
LMAHELFL_02687	CDS	1008				hypothetical protein
LMAHELFL_02688	CDS	417	cesT			Tir chaperone
LMAHELFL_02689	CDS	336				hypothetical protein
LMAHELFL_02690	CDS	900	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
LMAHELFL_02691	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
LMAHELFL_02692	CDS	1272	yegT			Putative nucleoside transporter YegT
LMAHELFL_02693	CDS	1005	draG	3.2.2.24	COG1397	ADP-ribosyl-[dinitrogen reductase] glycohydrolase
LMAHELFL_02694	CDS	966	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
LMAHELFL_02695	CDS	747	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
LMAHELFL_02696	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
LMAHELFL_02697	CDS	798	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
LMAHELFL_02698	CDS	315	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
LMAHELFL_02699	CDS	1008	yehA			putative fimbrial-like protein YehA
LMAHELFL_02700	CDS	2490	yehB		COG3188	Outer membrane usher protein YehB
LMAHELFL_02701	CDS	684	yehC		COG3121	putative fimbrial chaperone YehC
LMAHELFL_02702	CDS	531	yehD			putative fimbrial-like protein YehD
LMAHELFL_02703	CDS	282				hypothetical protein
LMAHELFL_02704	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
LMAHELFL_02705	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
LMAHELFL_02706	CDS	459	yehR		COG4808	putative lipoprotein YehR
LMAHELFL_02707	CDS	531				hypothetical protein
LMAHELFL_02708	CDS	468				hypothetical protein
LMAHELFL_02709	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
LMAHELFL_02710	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
LMAHELFL_02711	CDS	732	mlrA_2		COG0789	HTH-type transcriptional regulator MlrA
LMAHELFL_02712	CDS	108				hypothetical protein
LMAHELFL_02713	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
LMAHELFL_02714	CDS	948	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
LMAHELFL_02715	CDS	1170	yehY		COG1174	Glycine betaine uptake system permease protein YehY
LMAHELFL_02716	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
LMAHELFL_02717	CDS	2322		3.2.1.-		Beta-xylosidase
LMAHELFL_02718	CDS	1731	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
LMAHELFL_02719	CDS	909	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
LMAHELFL_02720	CDS	588	yohC			Inner membrane protein YohC
LMAHELFL_02721	CDS	570	yohD		COG0586	Inner membrane protein YohD
LMAHELFL_02722	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
LMAHELFL_02723	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
LMAHELFL_02724	CDS	939	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
LMAHELFL_02725	CDS	1194	mhbM	1.14.13.24	COG0654	3-hydroxybenzoate 6-hydroxylase
LMAHELFL_02726	CDS	645	nagL	5.2.1.4		Maleylpyruvate isomerase
LMAHELFL_02727	CDS	702	nagK_2	3.7.1.20		Fumarylpyruvate hydrolase
LMAHELFL_02728	CDS	1038	nagI	1.13.11.4		Gentisate 1,2-dioxygenase
LMAHELFL_02729	CDS	1359	mhbT			3-hydroxybenzoate transporter MhbT
LMAHELFL_02730	CDS	909	gbpR_2			HTH-type transcriptional regulator GbpR
LMAHELFL_02731	CDS	399				hypothetical protein
LMAHELFL_02732	CDS	696	yohK_1		COG1346	Inner membrane protein YohK
LMAHELFL_02733	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
LMAHELFL_02734	CDS	720				hypothetical protein
LMAHELFL_02735	CDS	240				hypothetical protein
LMAHELFL_02736	CDS	1242	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
LMAHELFL_02737	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
LMAHELFL_02738	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
LMAHELFL_02739	CDS	1521	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
LMAHELFL_02740	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
LMAHELFL_02741	CDS	1023	galS_2		COG1609	HTH-type transcriptional regulator GalS
LMAHELFL_02742	CDS	1161				hypothetical protein
LMAHELFL_02743	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
LMAHELFL_02744	CDS	858	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
LMAHELFL_02745	CDS	390				hypothetical protein
LMAHELFL_02746	CDS	1368	sdaA_2	4.3.1.17	COG1760	L-serine dehydratase 1
LMAHELFL_02747	CDS	888	serB2	3.1.3.3	COG0560	Phosphoserine phosphatase SerB2
LMAHELFL_02748	CDS	1323	uhpC_1		COG2271	Membrane sensor protein UhpC
LMAHELFL_02749	CDS	1992	cirA		COG4771	Colicin I receptor
LMAHELFL_02750	CDS	114				hypothetical protein
LMAHELFL_02751	CDS	1470	lysP		COG0833	Lysine-specific permease
LMAHELFL_02752	CDS	864	cmpR		COG0583	HTH-type transcriptional activator CmpR
LMAHELFL_02753	CDS	1050				hypothetical protein
LMAHELFL_02754	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
LMAHELFL_02755	CDS	1689	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
LMAHELFL_02756	CDS	939	lacC_2	2.7.1.144		Tagatose-6-phosphate kinase
LMAHELFL_02757	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
LMAHELFL_02758	CDS	108				hypothetical protein
LMAHELFL_02759	CDS	1182	setB			Sugar efflux transporter B
LMAHELFL_02760	CDS	666				hypothetical protein
LMAHELFL_02761	CDS	255				hypothetical protein
LMAHELFL_02762	CDS	573	yeiP		COG0231	Elongation factor P-like protein
LMAHELFL_02763	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
LMAHELFL_02764	CDS	720	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
LMAHELFL_02765	CDS	573	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
LMAHELFL_02766	CDS	1557	pdeN_2	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
LMAHELFL_02767	CDS	1806				hypothetical protein
LMAHELFL_02768	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
LMAHELFL_02769	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
LMAHELFL_02770	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
LMAHELFL_02771	CDS	345	yejG			putative protein YejG
LMAHELFL_02772	CDS	1191	bcr			Bicyclomycin resistance protein
LMAHELFL_02773	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
LMAHELFL_02774	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
LMAHELFL_02775	CDS	285	rplY		COG1825	50S ribosomal protein L25
LMAHELFL_02776	CDS	621				hypothetical protein
LMAHELFL_02777	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
LMAHELFL_02778	CDS	228				hypothetical protein
LMAHELFL_02779	CDS	1761	yejM		COG3083	Inner membrane protein YejM
LMAHELFL_02780	tRNA	77				tRNA-Pro(ggg)
LMAHELFL_02781	CDS	150	umuC_2		COG0389	Protein UmuC
LMAHELFL_02782	CDS	2367	sspH2	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SspH2
LMAHELFL_02783	CDS	285				hypothetical protein
LMAHELFL_02784	CDS	465				hypothetical protein
LMAHELFL_02785	CDS	396				hypothetical protein
LMAHELFL_02786	CDS	558				hypothetical protein
LMAHELFL_02787	CDS	648	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
LMAHELFL_02788	CDS	354	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
LMAHELFL_02789	CDS	264	oadB_3	7.2.4.2	COG1883	Oxaloacetate decarboxylase beta chain
LMAHELFL_02790	CDS	1659	citA	2.7.13.3	COG3290	Sensor histidine kinase CitA
LMAHELFL_02791	CDS	687	citB		COG4565	Transcriptional regulatory protein CitB
LMAHELFL_02792	CDS	921	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
LMAHELFL_02793	CDS	1203				hypothetical protein
LMAHELFL_02794	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
LMAHELFL_02795	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
LMAHELFL_02796	CDS	501	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
LMAHELFL_02797	CDS	2835	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
LMAHELFL_02798	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
LMAHELFL_02799	CDS	210				hypothetical protein
LMAHELFL_02800	CDS	1374	xylP			Isoprimeverose transporter
LMAHELFL_02801	CDS	2040				hypothetical protein
LMAHELFL_02802	CDS	894	nhaR		COG0583	Transcriptional activator protein NhaR
LMAHELFL_02803	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
LMAHELFL_02804	CDS	1716	assT_2	2.8.2.22		Arylsulfate sulfotransferase AssT
LMAHELFL_02805	CDS	1248				hypothetical protein
LMAHELFL_02806	CDS	1191	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
LMAHELFL_02807	CDS	1494		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
LMAHELFL_02808	CDS	762				hypothetical protein
LMAHELFL_02809	CDS	1563	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
LMAHELFL_02810	CDS	1719	assT_3	2.8.2.22		Arylsulfate sulfotransferase AssT
LMAHELFL_02811	CDS	441				hypothetical protein
LMAHELFL_02812	CDS	1005	leuO_1			HTH-type transcriptional regulator LeuO
LMAHELFL_02813	CDS	450				hypothetical protein
LMAHELFL_02814	CDS	288				hypothetical protein
LMAHELFL_02815	CDS	846				hypothetical protein
LMAHELFL_02816	CDS	732	ycbF		COG3121	putative fimbrial chaperone YcbF
LMAHELFL_02817	CDS	519	ycbV		COG3539	putative fimbrial-like protein YcbV
LMAHELFL_02818	CDS	546	ycbU		COG3539	putative fimbrial-like protein YcbU
LMAHELFL_02819	CDS	1008	sfmH_2			putative fimbrial-like protein SfmH
LMAHELFL_02820	CDS	2622	elfC_1		COG3188	putative outer membrane usher protein ElfC
LMAHELFL_02821	CDS	687	sfmC_2			putative fimbrial chaperone SfmC
LMAHELFL_02822	CDS	543	elfA			Laminin-binding fimbrial subunit ElfA
LMAHELFL_02823	CDS	705	iprA_2			Inhibitor of hydrogen peroxide resistance
LMAHELFL_02824	CDS	2997				hypothetical protein
LMAHELFL_02825	CDS	2100				hypothetical protein
LMAHELFL_02826	CDS	444				hypothetical protein
LMAHELFL_02827	CDS	534				hypothetical protein
LMAHELFL_02828	CDS	345				hypothetical protein
LMAHELFL_02829	CDS	948	ybdO_3			putative HTH-type transcriptional regulator YbdO
LMAHELFL_02830	CDS	1140	dnaJ_1		COG0484	Chaperone protein DnaJ
LMAHELFL_02831	CDS	1917	dnaK_2		COG0443	Chaperone protein DnaK
LMAHELFL_02832	CDS	405				hypothetical protein
LMAHELFL_02833	CDS	714				hypothetical protein
LMAHELFL_02834	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
LMAHELFL_02835	CDS	591	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
LMAHELFL_02836	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
LMAHELFL_02837	CDS	1431	alsT_2		COG1115	Amino-acid carrier protein AlsT
LMAHELFL_02838	CDS	774	yaaA		COG3022	Peroxide stress resistance protein YaaA
LMAHELFL_02839	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
LMAHELFL_02840	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
LMAHELFL_02841	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
LMAHELFL_02842	CDS	687	trmL_1	2.1.1.207		tRNA (cytidine(34)-2'-O)-methyltransferase
LMAHELFL_02843	CDS	717	arcA_1		COG0745	Aerobic respiration control protein ArcA
LMAHELFL_02844	CDS	315				hypothetical protein
LMAHELFL_02845	CDS	672	iprA_3			Inhibitor of hydrogen peroxide resistance
LMAHELFL_02846	CDS	546	fimF			Protein FimF
LMAHELFL_02847	CDS	684	lpfB_1			putative fimbrial chaperone LpfB
LMAHELFL_02848	CDS	2538	fimD_2		COG3188	Outer membrane usher protein FimD
LMAHELFL_02849	CDS	558				hypothetical protein
LMAHELFL_02850	CDS	1086				hypothetical protein
LMAHELFL_02851	CDS	1350	creD		COG4452	Inner membrane protein CreD
LMAHELFL_02852	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
LMAHELFL_02853	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
LMAHELFL_02854	CDS	489				hypothetical protein
LMAHELFL_02855	CDS	108				hypothetical protein
LMAHELFL_02856	CDS	870	rob_2		COG2207	Right origin-binding protein
LMAHELFL_02857	CDS	648	cobC_2	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
LMAHELFL_02858	CDS	516	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
LMAHELFL_02859	CDS	327	trpR		COG2973	Trp operon repressor
LMAHELFL_02860	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
LMAHELFL_02861	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
LMAHELFL_02862	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
LMAHELFL_02863	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
LMAHELFL_02864	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
LMAHELFL_02865	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
